# Bannerlord Asset Reference Dump
# Generated: 2026-08-07 21:12:45 -04:00
# Source install: F:\SteamLibrary\steamapps\common\Mount & Blade II Bannerlord
# Game version: 1.4.7
# Generated by tools/build_asset_dump.ps1 - do not hand-edit, regenerate instead.
#
# Column layout matches the legacy bannerlord_assets_v1.3.15.txt exactly: existing bake scripts
# index it positionally (PhysicsShapes = 7, Meshes = 11).
#
# An empty Meshes column means the prefab has no visible geometry. Those are markers and logic
# nodes - spawn points, patrol points, animation points - and are intentionally included.
#
AssetName | Module | PrefabFile | RelativePath | InferredCategory | HasPhysics | HasCollisionShape | PhysicsShapes | PhysicsMaterials | Masses | BodyFlags | Meshes | Scripts | Tags | Flags | Mobility | OldPrefabName | ChildSectionCount | ChildTopNames
empire_grandbazaar_gate | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture |  | yes | bo_empire_grandbazaar_gate |  | 1.000 |  | empire_grandbazaar_gate |  |  |  |  |  | 0 | empire_grandbazaar_gate
empire_grandbazaar_gate_door_a | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture | yes | yes | bo_empire_grandbazaar_gate_door_a,bo_empire_grandbazaar_gate_door_b |  | 1.000 |  | empire_grandbazaar_gate_door_a,empire_grandbazaar_gate_door_b |  |  |  |  |  | 1 | empire_grandbazaar_gate_door_b
empire_grandbazaar_gate_door_b | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture |  | yes | bo_empire_grandbazaar_gate_door_b |  | 1.000 |  | empire_grandbazaar_gate_door_b |  |  |  |  |  | 0 | empire_grandbazaar_gate_door_b
empire_arena_stand_a | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture | yes | yes | bo_empire_arena_stand_a,bo_empire_arena_column_a,bo_empire_arena_stand_columnbase_a |  | 1.000 |  | empire_arena_stand_a,empire_arena_stand_wall_d,empire_arena_stand_wall_e,empire_arena_stand_relief_a,empire_arena_stand_relief_b,empire_arena_stand_relief_c,empire_arena_column_a,empire_arena_stand_columnbase_a |  |  |  |  |  | 1 | empire_arena_stand_wall_d,empire_arena_stand_wall_e,empire_arena_stand_relief_a,empire_arena_stand_relief_b,empire_arena_stand_relief_c,empire_arena_column_a,empire_arena_stand_columnbase_a
empire_arena_stand_wall_i | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture |  | yes | bo_empire_arena_stand_wall_i |  | 1.000 |  | empire_arena_stand_wall_i |  |  |  |  |  | 0 | empire_arena_stand_wall_i
empire_arena_master_stand_a | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture | yes | yes | bo_empire_arena_master_stand_a,bo_empire_arena_pot_a,bo_empire_arena_banister_a |  | 1.000 |  | empire_arena_master_stand_a,empire_arena_pot_a,empire_arena_banister_a |  |  |  |  |  | 1 | empire_arena_pot_a,empire_arena_banister_a
empire_arena_stand_corner_b | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture |  | yes | bo_empire_arena_stand_corner_b |  | 1.000 |  | empire_arena_stand_corner_b |  |  |  |  |  | 0 | empire_arena_stand_corner_b
empire_keep_a_main_building_top | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture | yes | yes | bo_empire_keep_a_main_building_top,bo_empire_keep_a_door_b,bo_empire_keep_a_door_top |  | 1.000 |  | empire_keep_a_main_building_top,empire_keep_a_door_a,empire_keep_a_door_top |  |  |  |  |  | 1 | empire_keep_a_door_b,empire_keep_a_door_top
empire_keep_a_wall_e | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture |  | yes | bo_empire_keep_a_wall_e |  | 1.000 |  | empire_keep_a_wall_e |  |  |  |  |  | 0 | empire_keep_a_wall_e
empire_keep_a_wall_d | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture |  | yes | bo_empire_keep_a_wall_d |  | 1.000 |  | empire_keep_a_wall_d |  |  |  |  |  | 0 | empire_keep_a_wall_d
empire_keep_a_wall_c | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture |  | yes | bo_empire_keep_a_wall_c |  | 1.000 |  | empire_keep_a_wall_c |  |  |  |  |  | 0 | empire_keep_a_wall_c
empire_keep_a_wall_b | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture |  | yes | bo_empire_keep_a_wall_b |  | 1.000 |  | empire_keep_a_wall_b |  |  |  |  |  | 0 | empire_keep_a_wall_b
empire_keep_a_wall_a | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture |  | yes | bo_empire_keep_a_wall_a |  | 1.000 |  | empire_keep_a_wall_a |  |  |  |  |  | 0 | empire_keep_a_wall_a
empire_keep_a_wall_end_a | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture |  | yes | bo_empire_keep_a_wall_end_a |  | 1.000 |  | empire_keep_a_wall_end_a |  |  |  |  |  | 0 | empire_keep_a_wall_end_a
empire_keep_a_stair_wall | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture | yes | yes | bo_empire_keep_a_stair_wall,bo_empire_keep_a_stair |  | 1.000 |  | empire_keep_a_stair_wall,empire_keep_a_stair |  |  |  |  |  | 1 | empire_keep_a_stair
empire_keep_a_side_roof_a | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture | yes | yes | bo_empire_keep_a_side_roof_a,bo_empire_keep_a_column_base_a,bo_empire_hippodrome_column_a,bo_empire_keep_a_roof_part_b,bo_empire_keep_a_roof_part_c |  | 1.000 |  | empire_keep_a_side_roof_a,empire_keep_a_column_base_a,empire_hippodrome_column_a,empire_keep_a_roof_part_b,empire_keep_a_roof_part_c |  |  |  |  |  | 1 | empire_keep_a_column_base_a,empire_keep_a_column,empire_keep_a_roof_part_b,empire_keep_a_roof_part_c
empire_keep_a_side_building_g | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture | yes | yes | bo_empire_keep_a_side_building_g,bo_empire_keep_a_door_b |  | 1.000 |  | empire_keep_a_side_building_g,empire_keep_a_door_a |  |  |  |  |  | 1 | empire_keep_a_door_b
empire_keep_a_column_base_a | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture |  | yes | bo_empire_keep_a_column_base_a |  | 1.000 |  | empire_keep_a_column_base_a |  |  |  |  |  | 0 | empire_keep_a_column_base_a
empire_keep_a_roof_part_a | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture |  | yes | bo_empire_keep_a_roof_part_a |  | 1.000 |  | empire_keep_a_roof_part_a |  |  |  |  |  | 0 | empire_keep_a_roof_part_a
empire_keep_a_roof_part_b | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture |  | yes | bo_empire_keep_a_roof_part_b |  | 1.000 |  | empire_keep_a_roof_part_b |  |  |  |  |  | 0 | empire_keep_a_roof_part_b
empire_keep_a_roof_part_c | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture |  | yes | bo_empire_keep_a_roof_part_c |  | 1.000 |  | empire_keep_a_roof_part_c |  |  |  |  |  | 0 | empire_keep_a_roof_part_c
empire_keep_a_merlon_a | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture |  | yes | bo_empire_keep_a_merlon_a |  | 1.000 |  | empire_keep_a_merlon_a |  |  |  |  |  | 0 | empire_keep_a_merlon_a
empire_keep_a_side_building_b | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture | yes | yes | bo_empire_keep_a_side_building_b,bo_empire_keep_a_door_d |  | 1.000 |  | empire_keep_a_side_building_b,empire_keep_a_door_d |  |  |  |  |  | 1 | empire_keep_a_door_d
empire_keep_a_side_building_e | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture | yes | yes | bo_empire_keep_a_side_building_e,bo_empire_keep_a_door_b |  | 1.000 |  | empire_keep_a_side_building_e,empire_keep_a_door_b |  |  |  |  |  | 1 | empire_keep_a_door_b
empire_keep_a_emblem_a | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture |  | yes | bo_empire_keep_a_emblem_a |  | 1.000 |  | empire_keep_a_emblem_a |  |  |  |  |  | 0 | empire_keep_a_emblem_a
empire_keep_a_main_building_top_merlon | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture | yes | yes | bo_empire_keep_a_main_building_top,bo_empire_keep_a_merlon_a,bo_empire_keep_a_door_a,bo_empire_keep_a_door_top |  | 1.000 |  | empire_keep_a_main_building_top,empire_keep_a_merlon_a,empire_keep_a_door_a,empire_keep_a_door_top |  |  |  |  |  | 1 | empire_keep_a_merlon_a,empire_keep_a_door_a,empire_keep_a_door_top
empire_keep_a_door_top | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture |  | yes | bo_empire_keep_a_door_top |  | 1.000 |  | empire_keep_a_door_top |  |  |  |  |  | 0 | empire_keep_a_door_top
empire_keep_d_interior_flag_hanger | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture |  | yes | bo_empire_keep_d_interior_flag_hanger |  | 1.000 |  | empire_keep_d_interior_flag_hanger |  |  |  |  |  | 0 | empire_keep_d_interior_flag_hanger
empire_keep_d_column_a | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture |  | yes | bo_empire_keep_d_column_a |  | 1.000 |  | empire_keep_d_column_a |  |  |  |  |  | 0 | empire_keep_d_column_a
empire_keep_d_interior_column_base_a | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture |  | yes | bo_empire_keep_d_interior_column_base_a |  | 1.000 |  | empire_keep_d_interior_column_base_a |  |  |  |  |  | 0 | empire_keep_d_interior_column_base_a
empire_keep_d_interior_column_base_b | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture |  | yes | bo_empire_keep_d_interior_column_base_b |  | 1.000 |  | empire_keep_d_interior_column_base_b |  |  |  |  |  | 0 | empire_keep_d_interior_column_base_b
empire_keep_d_platform_a | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture |  | yes | bo_empire_keep_d_platform_a |  | 1.000 |  | empire_keep_d_platform_a |  |  |  |  |  | 0 | empire_keep_d_platform_a
empire_keep_d_interior_column_top_a | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture |  | yes | bo_empire_keep_d_interior_column_top_a |  | 1.000 |  | empire_keep_d_interior_column_top_a |  |  |  |  |  | 0 | empire_keep_d_interior_column_top_a
empire_keep_d_interior_column_top_b | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture |  | yes | bo_empire_keep_d_interior_column_top_b |  | 1.000 |  | empire_keep_d_interior_column_top_b |  |  |  |  |  | 0 | empire_keep_d_interior_column_top_b
empire_keep_d_interior_arch_a | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture |  | yes | bo_empire_keep_d_interior_arch_a |  | 1.000 |  | empire_keep_d_interior_arch_a |  |  |  |  |  | 0 | empire_keep_d_interior_arch_a
empire_keep_d_interior_arch_b | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture |  | yes | bo_empire_keep_d_interior_arch_b |  | 1.000 |  | empire_keep_d_interior_arch_b |  |  |  |  |  | 0 | empire_keep_d_interior_arch_b
empire_keep_d_interior_arch_c | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture |  | yes | bo_empire_keep_d_interior_arch_c |  | 1.000 |  | empire_keep_d_interior_arch_c |  |  |  |  |  | 0 | empire_keep_d_interior_arch_c
empire_keep_d_interior_arch_ceiling | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture |  | yes | bo_empire_keep_d_interior_arch_ceiling |  | 1.000 |  | empire_keep_d_interior_arch_ceiling |  |  |  |  |  | 0 | empire_keep_d_interior_arch_ceiling
empire_keep_d_interior_arch_metal | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture |  | yes | bo_empire_keep_d_interior_arch_metal |  | 1.000 |  | empire_keep_d_interior_arch_metal |  |  |  |  |  | 0 | empire_keep_d_interior_arch_metal
empire_keep_d_interior_corner_platform_a | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture | yes | yes | bo_empire_keep_d_interior_corner_platform_a,bo_empire_keep_d_interior_corner_platform_a_stair |  | 1.000 |  | empire_keep_d_interior_corner_platform_a,empire_keep_d_interior_corner_platform_a_stair |  |  |  |  |  | 1 | empire_keep_d_interior_corner_platform_a_stair
empire_keep_d_interior_top_door_a | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture |  | yes | bo_empire_keep_d_interior_top_door_a |  | 1.000 |  | empire_keep_d_interior_top_door_a |  |  |  |  |  | 0 | empire_keep_d_interior_top_door_a
empire_keep_d_interior_top_door_a_close | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture |  | yes | bo_empire_keep_d_interior_top_door_a_close |  | 1.000 |  | empire_keep_d_interior_top_door_a_close |  |  |  |  |  | 0 | empire_keep_d_interior_top_door_a_close
empire_keep_d_interior_step_a | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture |  | yes | bo_empire_keep_d_interior_step_a |  | 1.000 |  | empire_keep_d_interior_step_a |  |  |  |  |  | 0 | empire_keep_d_interior_step_a
empire_keep_d_interior_wall_art_a1 | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture |  | yes | bo_empire_keep_d_interior_wall_art_a1 |  | 1.000 |  | empire_keep_d_interior_wall_art_a1 |  |  |  |  |  | 0 | empire_keep_d_interior_wall_art_a1
empire_keep_d_interior_wall_art_a2 | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture |  | yes | bo_empire_keep_d_interior_wall_art_a1 |  | 1.000 |  | empire_keep_d_interior_wall_art_a2 |  |  |  |  |  | 0 | empire_keep_d_interior_wall_art_a2
empire_keep_d_interior_wall_art_a3 | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture |  | yes | bo_empire_keep_d_interior_wall_art_a1 |  | 1.000 |  | empire_keep_d_interior_wall_art_a3 |  |  |  |  |  | 0 | empire_keep_d_interior_wall_art_a3
empire_keep_d_interior_wall_art_b1 | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture |  | yes | bo_empire_keep_d_interior_wall_art_a1 |  | 1.000 |  | empire_keep_d_interior_wall_art_b1 |  |  |  |  |  | 0 | empire_keep_d_interior_wall_art_b1
empire_keep_d_interior_wall_art_b2 | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture |  | yes | bo_empire_keep_d_interior_wall_art_a1 |  | 1.000 |  | empire_keep_d_interior_wall_art_b2 |  |  |  |  |  | 0 | empire_keep_d_interior_wall_art_b2
empire_keep_d_interior_wall_art_c1 | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture |  | yes | bo_empire_keep_d_interior_wall_art_a1 |  | 1.000 |  | empire_keep_d_interior_wall_art_c1 |  |  |  |  |  | 0 | empire_keep_d_interior_wall_art_c1
empire_keep_d_interior_wall_art_c2 | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture |  | yes | bo_empire_keep_d_interior_wall_art_a1 |  | 1.000 |  | empire_keep_d_interior_wall_art_c2 |  |  |  |  |  | 0 | empire_keep_d_interior_wall_art_c2
empire_keep_d_interior_wall_art_d1 | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture |  | yes | bo_empire_keep_d_interior_wall_art_d1 |  | 1.000 |  | empire_keep_d_interior_wall_art_d1 |  |  |  |  |  | 0 | empire_keep_d_interior_wall_art_d1
empire_keep_d_interior_wall_art_d2 | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture |  | yes | bo_empire_keep_d_interior_wall_art_d1 |  | 1.000 |  | empire_keep_d_interior_wall_art_d2 |  |  |  |  |  | 0 | empire_keep_d_interior_wall_art_d2
empire_keep_d_interior_wall_art_d3 | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture |  | yes | bo_empire_keep_d_interior_wall_art_d1 |  | 1.000 |  | empire_keep_d_interior_wall_art_d3 |  |  |  |  |  | 0 | empire_keep_d_interior_wall_art_d3
empire_keep_d_interior_wall_art_e1 | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture |  | yes | bo_empire_keep_d_interior_wall_art_e1 |  | 1.000 |  | empire_keep_d_interior_wall_art_e1 |  |  |  |  |  | 0 | empire_keep_d_interior_wall_art_e1
empire_keep_d_interior_wall_art_e2 | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture |  | yes | bo_empire_keep_d_interior_wall_art_e1 |  | 1.000 |  | empire_keep_d_interior_wall_art_e2 |  |  |  |  |  | 0 | empire_keep_d_interior_wall_art_e2
empire_keep_d_dome_a | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture | yes | yes | bo_empire_keep_d_dome_a,bo_empire_keep_d_window_e |  | 1.000 |  | empire_keep_d_dome_a,empire_keep_d_window_e |  |  |  |  |  | 1 | empire_keep_d_window_e
empire_keep_d_dome_b | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture | yes | yes | bo_empire_keep_d_dome_b,bo_empire_keep_d_window_f |  | 1.000 |  | empire_keep_d_dome_b,empire_keep_d_window_f |  |  |  |  |  | 1 | empire_keep_d_window_f
empire_keep_d_stair | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture | yes | yes | bo_empire_keep_d_stair,bo_empire_keep_d_stair_wall |  | 1.000 |  | empire_keep_d_stair,empire_keep_d_stair_wall |  |  |  |  |  | 1 | empire_keep_d_stair_wall
empire_keep_d_top_corner | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture |  | yes | bo_empire_keep_d_top_corner |  | 1.000 |  | empire_keep_d_top_corner |  |  |  |  |  | 0 | empire_keep_d_top_corner
empire_keep_d_top_middle | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture |  | yes | bo_empire_keep_d_top_middle |  | 1.000 |  | empire_keep_d_top_middle |  |  |  |  |  | 0 | empire_keep_d_top_middle
empire_keep_d_door_a | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture |  | yes | bo_empire_keep_d_door_a |  | 1.000 |  | empire_keep_d_door_a |  |  |  |  |  | 0 | empire_keep_d_door_a
empire_keep_d_door_a_interior | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture |  | yes | bo_empire_keep_d_door_a_interior |  | 1.000 |  | empire_keep_d_door_a_interior |  |  |  |  |  | 0 | empire_keep_d_door_a_interior
empire_keep_d_front_ | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture | yes | yes | bo_empire_keep_d_front_,bo_empire_keep_d_window_h,bo_empire_keep_d_window_a,bo_empire_keep_d_facade_fake_window_a,bo_empire_keep_d_door_a,bo_empire_keep_d_stair,bo_empire_keep_d_stair_wall,bo_empire_keep_a_emblem_a |  | 1.000 |  | empire_keep_d_front_,empire_keep_d_window_h,empire_keep_d_window_a,empire_keep_d_facade_fake_window_a,empire_keep_d_door_a,empire_keep_d_stair,empire_keep_d_stair_wall,empire_keep_d_column_a,empire_keep_a_emblem_a |  |  |  |  |  | 2 | empire_keep_d_window_h,empire_keep_d_window_a,empire_keep_d_facade_fake_window_a,empire_keep_d_door_a,empire_keep_d_stair,empire_keep_d_column_a,empire_keep_a_emblem_a
empire_keep_d_back_ | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture | yes | yes | bo_empire_keep_d_back_,bo_empire_keep_d_window_g,bo_empire_keep_d_window_h |  | 1.000 |  | empire_keep_d_back_,empire_keep_d_window_g,empire_keep_d_window_h |  |  |  |  |  | 1 | empire_keep_d_window_g,empire_keep_d_window_h
empire_keep_d_facade_side | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture | yes | yes | bo_empire_keep_d_facade_side,bo_empire_keep_d_window_b,bo_empire_keep_d_facade_fake_window_a,bo_empire_keep_d_window_c |  | 1.000 |  | empire_keep_d_facade_side,empire_keep_d_window_b,empire_keep_d_facade_fake_window_a,empire_keep_d_window_c |  |  |  |  |  | 1 | empire_keep_d_window_b,empire_keep_d_facade_fake_window_a,empire_keep_d_window_c
empire_keep_d_facade_front | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture | yes | yes | bo_empire_keep_d_facade_front,bo_empire_keep_d_facade_fake_window_a,bo_empire_keep_d_window_b,bo_empire_keep_d_window_c |  | 1.000 |  | empire_keep_d_facade_front,empire_keep_d_facade_fake_window_a,empire_keep_d_window_b,empire_keep_d_window_c |  |  |  |  |  | 1 | empire_keep_d_facade_fake_window_a,empire_keep_d_window_b,empire_keep_d_window_c
empire_keep_d_corner_solo | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture | yes | yes | bo_empire_keep_d_corner_,bo_empire_keep_d_facade_fake_window_b,bo_empire_keep_d_window_a |  | 1.000 |  | empire_keep_d_corner_,empire_keep_d_facade_fake_window_b,empire_keep_d_window_a |  |  |  |  |  | 1 | empire_keep_d_facade_fake_window_b,empire_keep_d_window_a
empire_keep_d_corner_side | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture | yes | yes | bo_empire_keep_d_corner_,bo_empire_keep_d_facade_fake_window_b,bo_empire_keep_d_window_a,bo_empire_keep_d_facade_fake_window_c,bo_empire_keep_d_facade_fake_window_d |  | 1.000 |  | empire_keep_d_corner_,empire_keep_d_facade_fake_window_b,empire_keep_d_window_a,empire_keep_d_facade_fake_window_c,empire_keep_d_facade_fake_window_d |  |  |  |  |  | 1 | empire_keep_d_facade_fake_window_b,empire_keep_d_window_a,empire_keep_d_facade_fake_window_c,empire_keep_d_facade_fake_window_d
empire_keep_d_side_ | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture | yes | yes | bo_empire_keep_d_side_,bo_empire_keep_d_window_d,bo_empire_keep_d_facade_fake_window_a,bo_empire_keep_d_window_h,bo_empire_keep_d_window_b |  | 1.000 |  | empire_keep_d_side_,empire_keep_d_window_d,empire_keep_d_facade_fake_window_a,empire_keep_d_window_h,empire_keep_d_window_b |  |  |  |  |  | 1 | empire_keep_d_window_d,empire_keep_d_facade_fake_window_a,empire_keep_d_window_h,empire_keep_d_window_b
empire_keep_d_base | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture |  | yes | bo_empire_keep_d_base |  | 1.000 |  | empire_keep_d_base |  |  |  |  |  | 0 | empire_keep_d_base
empire_keep_b_side_building_b | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture | yes | yes | bo_empire_keep_b_side_building_b,bo_empire_keep_a_door_b |  | 1.000 |  | empire_keep_b_side_building_b,empire_keep_a_door_b |  |  |  |  |  | 1 | empire_keep_a_door_b
empire_keep_b_side_building_c | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture | yes | yes | bo_empire_keep_b_side_building_c,bo_empire_keep_a_door_b |  | 1.000 |  | empire_keep_b_side_building_c,empire_keep_a_door_b |  |  |  |  |  | 1 | empire_keep_a_door_b
empire_keep_b_side_building_d | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture | yes | yes | bo_empire_keep_b_side_building_d,bo_empire_keep_a_door_a |  | 1.000 |  | empire_keep_b_side_building_d,empire_keep_a_door_a |  |  |  |  |  | 1 | empire_keep_a_door_a
empire_keep_b_side_building_e | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture | yes | yes | bo_empire_keep_b_side_building_e,bo_empire_keep_b_door_b |  | 1.000 |  | empire_keep_b_side_building_e,empire_keep_b_door_b |  |  |  |  |  | 1 | empire_keep_b_door_b
empire_keep_b_side_building_f | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture | yes | yes | bo_empire_keep_b_side_building_f,bo_empire_keep_a_door_d |  | 1.000 |  | empire_keep_b_side_building_f,empire_keep_a_door_d |  |  |  |  |  | 1 | empire_keep_a_door_d
empire_keep_b_side_building_g | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture | yes | yes | bo_empire_keep_b_side_building_g,bo_empire_keep_b_window_a,bo_empire_keep_a_door_b |  | 1.000 |  | empire_keep_b_side_building_g,empire_keep_b_window_a,empire_keep_a_door_b |  |  |  |  |  | 1 | empire_keep_b_window_a,empire_keep_a_door_b
empire_keep_b_side_building_h | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture | yes | yes | bo_empire_keep_b_side_building_h,bo_empire_keep_b_window_a,bo_empire_keep_a_door_b |  | 1.000 |  | empire_keep_b_side_building_h,empire_keep_b_window_a,empire_keep_a_door_b |  |  |  |  |  | 1 | empire_keep_b_window_a,empire_keep_a_door_b
empire_keep_b_side_building_i | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture | yes | yes | bo_empire_keep_b_side_building_i,bo_empire_keep_a_door_a |  | 1.000 |  | empire_keep_b_side_building_i,empire_keep_a_door_a |  |  |  |  |  | 1 | empire_keep_a_door_a
empire_keep_b_side_building_j | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture | yes | yes | bo_empire_keep_b_side_building_j,bo_empire_keep_b_door_a |  | 1.000 |  | empire_keep_b_side_building_j,empire_keep_b_door_c |  |  |  |  |  | 1 | empire_keep_b_door_c
empire_keep_b_side_building_k | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture | yes | yes | bo_occ_empire_keep_b_side_building_k,bo_empire_keep_b_window_a |  | 1.000 |  | empire_keep_b_side_building_k,empire_keep_b_window_a |  |  |  |  |  | 1 | empire_keep_b_window_a
empire_keep_b_side_building_l | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture |  | yes | bo_empire_keep_b_side_building_l |  | 1.000 |  | empire_keep_b_side_building_l |  |  |  |  |  | 0 | empire_keep_b_side_building_l
empire_keep_b_side_building_m | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture | yes | yes | bo_empire_keep_b_side_building_m,bo_empire_keep_a_door_a |  | 1.000 |  | empire_keep_b_side_building_m,empire_keep_a_door_a |  |  |  |  |  | 1 | empire_keep_a_door_a
empire_keep_b_side_building_n | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture | yes | yes | bo_empire_keep_b_side_building_n,bo_empire_keep_b_window_a |  | 1.000 |  | empire_keep_b_side_building_n,empire_keep_b_window_a |  |  |  |  |  | 1 | empire_keep_b_window_a
empire_keep_b_side_building_a | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture | yes | yes | bo_empire_keep_b_side_building_a,bo_empire_keep_a_door_a |  | 1.000 |  | empire_keep_b_side_building_a,empire_keep_a_door_a |  |  |  |  |  | 1 | empire_keep_a_door_a
empire_tower_large_a | Native | archhitecture_empire.xml | Prefabs\archhitecture_empire.xml | architecture | yes | yes | bo_empire_keep_b_door_d,bo_empire_keep_b_main_building_roof_window_a,bo_empire_keep_b_arch_c,bo_empire_keep_b_door_c |  | 1.000 |  | empire_tower_large_a,empire_keep_b_door_d,empire_keep_b_main_building_roof_window_a,empire_keep_b_arch_c,empire_keep_b_door_c |  |  |  |  |  | 1 | empire_keep_b_door_d,empire_keep_b_main_building_roof_window_a,empire_keep_b_arch_c,empire_keep_b_door_c
